title1,resourceIdentifier1,creator1id,creator1name,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,,resourceIdentifier2,resourceIdentifier3,source1,source2,subject1key,subject1value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,,title2,title3,,,,,,,,,,,,,,,,,,,,,,,,,,
Reformas al marco jurídico y normativo referente a la digitalización de documentación en México con enfoque en el sector comercial,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/149,3000629,Adrián Perez Guerrero,2302686,OLIVIA ANDREA MENDOZA ENRIQUEZ,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2016,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Derecho de las Tecnologías de la Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/Tesauro sobre información y conocimiento/Preservación digital,Preservación digital,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5605,DERECHO Y LEGISLACIÓN NACIONALES,,,,Reporte analítico de experiencia laboral,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diseño de un sistema de información para la gestión estratégica y evaluación del desempeño,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/151,3000632,Edmundo Hernández Ortega,820115,HECTOR EDGAR BUENROSTRO MERCADO,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,info:eu-repo/semantics/publishedVersion,2016,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Dirección Estratégica de las Tecnologías de Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/UNESCO/Planificación empresarial,Planificación empresarial,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/53,CIENCIAS ECONÓMICAS,info:eu-repo/classification/cti/5311,ORGANIZACIÓN Y DIRECCIÓN DE EMPRESAS,info:eu-repo/classification/cti/531104,ORGANIZACIÓN DE RECURSOS HUMANOS,,Solución estratégica empresarial,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modelo de interoperabilidad en los sistemas de administración de justicia en línea en México que busca garantizar la protección de datos,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/205,3013922,Alma Elizabeth Laura Camacho,2302686,OLIVIA ANDREA MENDOZA ENRIQUEZ,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2017,,,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Protección de datos personales,Protección de datos personales,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5699,OTRAS ESPECIALIDADES JURÍDICAS,info:eu-repo/classification/cti/569999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uso del pensamiento No-Lineal en la administración de proyectos,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/220,3013824,JORGE ESCOTTO,3014287,José Santiago Pedroza,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2017-04,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Dirección Estratégica de Tecnologías de Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Administración de proyectos,Administración de proyectos,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/59,CIENCIA POLÍTICA,info:eu-repo/classification/cti/5909,ADMINISTRACIÓN PÚBLICA,info:eu-repo/classification/cti/590901,GESTIÓN ADMINISTRATIVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Análisis de la transformación del INFOTEC en cuanto a su naturaleza jurídica,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/221,3014637,Alejandro de los Santos Pérez,2245581,ALFREDO ALEJANDRO REYES KRAFFT,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2017-08,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Derecho de las Tecnologías de la Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Jurisdicción administrativa,Jurisdicción administrativa,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5605,DERECHO Y LEGISLACIÓN NACIONALES,info:eu-repo/classification/cti/560501,DERECHO ADMINISTRATIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implementación de la Ley Federal de Protección de Datos Personales en Posesión de los Particulares en México,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/225,3014643,Jesús Ernesto Briseño Montiel,2096067,WILMA TERESA ARELLANO TOLEDO,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2013,Fondo de Información y Documentación para la Industria INFOTEC,Maestría en Dirección Estratégica de las Tecnologías de Información y comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Datos personales,Datos personales,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5605,DERECHO Y LEGISLACIÓN NACIONALES,info:eu-repo/classification/cti/560599,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manual para prevenir y manejar la colisión de derechos en difusiones vía red de cómputo mediante las reservas de derechos los nombres de dominio y las marcas,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/226,3013872,Liliana Arellano Jurado,3000027,Evelyn Téllez Carvajal,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2015,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Propiedad intelectual,Propiedad intelectual,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5605,DERECHO Y LEGISLACIÓN NACIONALES,info:eu-repo/classification/cti/560599,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guía para la protección en Internet de las marcas notorias y famosas de las empresas de transporte foráneo de pasajeros,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/238,3014772,Violeta Rodríguez Rivera,3000027,Evelyn Téllez Carvajal,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2017,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Derecho de las Tecnologías de la Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Propiedad Intelectual,Propiedad Intelectual,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5605,DERECHO Y LEGISLACIÓN NACIONALES,info:eu-repo/classification/cti/560599,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solución de conflictos en materia de marcas y nombres de dominio ante la UDRP,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/239,3014862,Yaremy Guadalupe Alvarez Gamboa,3000027,Evelyn Téllez Carvajal,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2017,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Derecho de las Tecnologías de la Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Propiedad intelectual,Propiedad intelectual,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5699,OTRAS ESPECIALIDADES JURÍDICAS,info:eu-repo/classification/cti/569999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Áreas de oportunidad en la herramienta tecnológica para compras gubernamentales denominada COMPRANET,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/240,3015219,Laura Nayely Molina Martínez,3000027,Evelyn Téllez Carvajal,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2017,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Derecho de las Tecnologías de la Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Administración pública,Administración pública,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5699,OTRAS ESPECIALIDADES JURÍDICAS,info:eu-repo/classification/cti/569999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sistematización de obligaciones en materia de protección de datos personales para el sector público en el Estado de México,http://infotec.repositorioinstitucional.mx/jspui/handle/1027/241,3015239,Luis Ricardo Sánchez Hernández,2302686,OLIVIA ANDREA MENDOZA ENRIQUEZ,asesorTesis,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2017-06,INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,Maestría en Derecho de las Tecnologías de la Información y Comunicación,Repositorio Institucional de INFOTEC,,,,,,info:eu-repo/classification/LEM/Protección de datos,Protección de datos,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,info:eu-repo/classification/cti/56,CIENCIAS JURÍDICAS Y DERECHO,info:eu-repo/classification/cti/5699,OTRAS ESPECIALIDADES JURÍDICAS,info:eu-repo/classification/cti/569999,OTRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cambios y persistencias de la identidad política ""chavista"" : aproximación al proceso político venezolano reciente 1999-2007",http://flacso.repositorioinstitucional.mx/jspui/handle/1026/12,,HÉCTOR ARMANDO HURTADO GROOSCORS,2041249,LUIS DANIEL VAZQUEZ VALENCIA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,,,Repositorio Institucional FLACSO México,,,,,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Chávez Frías Hugo 1954-2013,Chávez Frías Hugo 1954-2013,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Cultura Política,Cultura Política,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Discurso Político,Discurso Político,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Socialismo,Socialismo,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Populismo,Populismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De la ciudad violenta al Juárez herido : la construcción de un trauma cultural y su apropiación narrativa y performativa en mercados de segunda mano,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/13,,ELDA ALEJANDRA GARCÍA ALARCÓN,2121197,NELSON ARTEAGA BOTELLO,director,,,,application/pdf,,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2014,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Violencia,Violencia,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Víctimas de Violencia,Víctimas de Violencia,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Homicidio,Homicidio,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Economía Informal,Economía Informal,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Comercio Ambulante,Comercio Ambulante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las empresas mexicanas en la cadena de valor de la industria aeronáutica,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/14,923038,JUANA HERNANDEZ CHAVARRIA,2002200,ANA MARIA MONICA CASALET RAVENNA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Industria Aeronáutica,Industria Aeronáutica,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Innovación Científica,Innovación Científica,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Productividad Industrial,Productividad Industrial,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Política Industrial,Política Industrial,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Competitividad,Competitividad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicadores para medir el ejercicio de los derechos humanos : el caso del derecho a una alimentación adecuada,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/15,873884,RUTH ALEJANDRA NAVARRETE NIEVES,2041249,LUIS DANIEL VAZQUEZ VALENCIA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2014,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Derechos a la Alimentación,Derechos a la Alimentación,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Nutrición,Nutrición,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Alimentos,Alimentos,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Derechos Económicos Sociales y Culturales,Derechos Económicos Sociales y Culturales,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Derechos Humanos,Derechos Humanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conciencia de finitud reinscripción y nihilismo : acerca del problema de la comprensión histórica y la crítica en tiempos de crisis,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/16,856304,LUCAS ALBERTO GASCON,2025444,SANTIAGO ANDRES CARASSALE REAL,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Anarquismo,Anarquismo,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Conciencia de Finitud,Conciencia de Finitud,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Filosofía de la Historia,Filosofía de la Historia,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Economía de la Violencia,Economía de la Violencia,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Discurso e Identidades en América Latina y el Caribe,Discurso e Identidades en América Latina y el Caribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El espíritu ante la soledad del otro : espiritualidad dolor y pérdida en el Movimiento por la Paz con Justicia y Dignidad,http://flacso.repositorioinstitucional.mx/jspui/handle/1026/17,,ERICK ALFONSO GALÁN CASTRO,2020713,LIGIA TAVERA FENOLLOSA,director,,,,application/pdf,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,FLACSO México,,Repositorio Institucional FLACSO México,,,,Publicación impresa,,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Movimiento Social,Movimiento Social,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Análisis del Discurso,Análisis del Discurso,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Participación Ciudadana,Participación Ciudadana,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Movimiento de Protesta,Movimiento de Protesta,info:eu-repo/classification/Tesauros UNESCO POPIN INE OIT CIDH GENERO LEMB/Dolor,Dolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
